full_name,a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,first_obs,epoch
 18882 (1999 YN4),1.685,0.2319,36.81,291.68,242.65,1.294,2.08,2.19,25608,3117,16.15,1954-01-04,2460200.5
 19356 (1997 GH3),2.511,0.5585,3.02,186.49,334.16,1.109,3.91,3.98,10260,657,17.01,1992-11-02,2460200.5
 19764 (2000 NF5),2.233,0.4425,1.32,281.48,9.61,1.245,3.22,3.34,11973,3124,16.11,1990-08-28,2460200.5
 20086 (1994 LW),3.184,0.6234,21.78,237.14,58,1.199,5.17,5.68,10789,538,16.68,1994-06-03,2460200.5
 20236 (1998 BZ7),2.034,0.5608,6.51,111.24,104.55,0.893,3.17,2.9,9474,334,17.71,1998-01-24,2460200.5
 20255 (1998 FX2),2.151,0.4923,9.96,180.94,17.57,1.092,3.21,3.16,9044,676,18.45,1998-03-20,2460200.5
 20425 (1998 VD35),1.565,0.4767,6.99,227.26,296.32,0.819,2.31,1.96,2448,51,20.51,1998-11-15,2460200.5
 20429 (1998 YN1),1.556,0.4641,6.3,61.73,147.68,0.834,2.28,1.94,9132,631,17.73,1998-12-16,2460200.5
 20460 Robwhiteley (1999 LO28),1.877,0.4117,33.94,280.03,283.68,1.104,2.65,2.57,25218,5416,15.42,1954-12-30,2460200.5
 20790 (2000 SE45),2.752,0.556,8.29,302.87,168.92,1.222,4.28,4.57,11665,912,16.65,1992-03-09,2460200.5
 20826 (2000 UV13),2.418,0.6362,31.92,347.29,198.71,0.88,3.96,3.76,25332,3430,13.89,1953-10-01,2460200.5
 21088 Chelyabinsk (1992 BL2),1.707,0.2385,38.45,297.84,27.16,1.299,2.11,2.23,12122,6128,14.43,1990-01-30,2460200.5
 21277 (1996 TO5),2.378,0.5204,20.95,167.37,250.12,1.14,3.62,3.67,12176,1010,16.17,1990-02-04,2460200.5
 21374 (1997 WS22),1.269,0.1206,23.98,59.2,197.23,1.116,1.42,1.43,18050,1597,17.47,1974-09-22,2460200.5
 22099 (2000 EX106),1.104,0.2762,9.85,136.44,186.57,0.799,1.41,1.16,10942,2332,18.09,1994-01-30,2460200.5
 22753 (1998 WT),1.219,0.5699,3.2,307.39,324.77,0.524,1.91,1.35,24899,1130,17.69,1955-10-24,2460200.5
 22771 (1999 CU3),1.576,0.5239,11.4,338.95,305.81,0.751,2.4,1.98,9090,2684,16.96,1999-02-10,2460200.5
 23183 (2000 OY21),1.824,0.4009,40.97,119.65,301.44,1.093,2.56,2.46,10273,1340,16.07,1994-06-03,2460200.5
 23187 (2000 PN9),1.847,0.5892,51.33,164.31,293.52,0.759,2.94,2.51,11709,2218,16.06,1990-08-02,2460200.5
 23548 (1994 EF2),2.289,0.5177,23.44,345.86,124.28,1.104,3.47,3.46,10082,247,17.13,1994-03-11,2460200.5
 23606 (1996 AS1),1.75,0.3611,14.36,296.61,357.61,1.118,2.38,2.31,14081,736,18.4,1985-07-18,2460200.5
 23714 (1998 EC3),2.128,0.5162,8.4,127.85,128.96,1.029,3.23,3.1,9413,1249,16.85,1998-03-01,2460200.5
 24443 (2000 OG),2.311,0.8224,25.75,178.11,231.18,0.41,4.21,3.51,10536,615,16.42,1993-06-24,2460200.5
 24445 (2000 PM8),2.21,0.546,23.78,203.16,219.06,1.004,3.42,3.29,12009,2167,14.72,1991-04-10,2460200.5
 24475 (2000 VN2),1.975,0.4413,14.63,76.4,32.68,1.104,2.85,2.78,8230,1364,16.4,2000-11-01,2460200.5
 24761 Ahau (1993 BW2),1.335,0.3059,21.92,121.05,287.53,0.927,1.74,1.54,11345,1024,17.43,1993-01-28,2460200.5
 25143 Itokawa (1998 SF36),1.324,0.2803,1.62,69.08,162.83,0.953,1.7,1.52,8588,951,19.26,1998-09-19,2460200.5
 25330 (1999 KV4),1.541,0.3707,14.33,50.54,86.08,0.97,2.11,1.91,16169,2125,16.75,1979-11-16,2460200.5
 25916 (2001 CP44),2.561,0.4983,15.75,94.64,199.77,1.285,3.84,4.1,18582,5610,13.78,1973-04-10,2460200.5
 26166 (1995 QN3),3.302,0.6442,14.78,185.7,62.87,1.175,5.43,6,24177,385,16.82,1953-08-19,2460200.5
 26310 (1998 TX6),2.14,0.4684,5.38,210.84,98.93,1.138,3.14,3.13,26451,351,19.28,1951-07-08,2460200.5
 26379 (1999 HZ1),1.606,0.5761,8.68,252.1,200.59,0.681,2.53,2.04,8407,73,18.2,1992-08-27,2460200.5
 26663 (2000 XK47),1.546,0.4717,13.53,303.61,231.22,0.817,2.28,1.92,18103,554,18.2,1974-07-12,2460200.5
 26760 (2001 KP41),2.852,0.5573,11.02,146.26,155.2,1.263,4.44,4.82,10187,1647,15.5,1996-03-25,2460200.5
 26817 (1987 QB),2.804,0.594,3.5,153.19,156.57,1.138,4.47,4.69,12226,108,19.49,1987-05-31,2460200.5
 27002 (1998 DV9),1.744,0.4331,8.7,130.34,0.82,0.989,2.5,2.3,8980,512,18.31,1998-02-23,2460200.5
 27031 (1998 RO4),2.14,0.4249,5.36,191.84,111.87,1.231,3.05,3.13,26430,968,17.88,1951-08-26,2460200.5
 27346 (2000 DN8),1.875,0.399,36.94,135.2,269.26,1.127,2.62,2.57,16380,1377,15.9,1978-08-24,2460200.5
 29075 (1950 DA),1.698,0.5082,12.17,356.65,224.67,0.835,2.56,2.21,26885,1096,17.28,1950-02-23,2460200.5
 30825 (1990 TG1),2.436,0.6811,8.74,205.02,33.68,0.777,4.1,3.8,12215,2220,14.75,1990-09-16,2460200.5
 30997 (1995 UO5),1.56,0.6434,36.26,38.62,151.17,0.556,2.56,1.95,9890,260,17.3,1995-10-26,2460200.5
 31210 (1998 BX7),2.605,0.5023,8.96,144.92,271.36,1.297,3.91,4.21,24617,1467,16.4,1955-11-23,2460200.5
 31221 (1998 BP26),1.723,0.2571,20.22,331.03,186.81,1.28,2.17,2.26,9248,1136,17.3,1998-01-28,2460200.5
 31345 (1998 PG),2.016,0.3914,6.5,222.69,156.21,1.227,2.8,2.86,16315,1566,17.62,1978-10-07,2460200.5
 31346 (1998 PB1),2.03,0.4297,5.96,299.73,350.5,1.157,2.9,2.89,9351,613,17.24,1998-07-14,2460200.5
 31662 (1999 HP11),1.598,0.5478,18.82,13.95,312.04,0.722,2.47,2.02,8765,68,19.54,1999-03-20,2460200.5
 31669 (1999 JT6),2.137,0.5776,9.54,78.77,39.08,0.903,3.37,3.12,10119,1018,16.1,1996-06-12,2460200.5
 32906 (1994 RH),2.248,0.4402,18.94,331.16,92.33,1.258,3.24,3.37,13737,2581,16.04,1984-09-21,2460200.5
 33342 (1998 WT24),0.7188,0.4176,7.37,81.66,167.52,0.419,1.02,0.609,9154,1973,18.02,1998-11-24,2460200.5
 34613 (2000 UR13),2.069,0.3873,6.17,315.28,286.13,1.268,2.87,2.98,32588,1286,16.08,1934-03-16,2460200.5
 35107 (1991 VH),1.137,0.1442,13.91,139.34,206.95,0.973,1.3,1.21,10771,4050,16.91,1991-11-09,2460200.5
 35396 (1997 XF11),1.442,0.4837,4.1,213.65,103.06,0.745,2.14,1.73,12356,2558,17.01,1990-03-22,2460200.5
 35432 (1998 BG9),2.501,0.5452,13.14,115.32,1.59,1.137,3.86,3.96,8861,294,19.39,1998-01-24,2460200.5
 35670 (1998 SU27),2.122,0.5964,7.14,271.34,169.83,0.857,3.39,3.09,1238,119,19.57,1998-09-24,2460200.5
 36017 (1999 ND43),1.523,0.3143,5.55,332.07,52.13,1.045,2,1.88,8708,965,19.3,1999-07-14,2460200.5
 36183 (1999 TX16),1.551,0.3324,38.22,54.65,311.2,1.036,2.07,1.93,9268,1399,16.33,1997-11-26,2460200.5
 36236 (1999 VV),1.332,0.4237,58.04,241.07,19.77,0.768,1.9,1.54,15755,1528,15.98,1979-11-26,2460200.5
 36284 (2000 DM8),1.484,0.5538,46.76,323.16,317.96,0.662,2.31,1.81,8753,2930,15.05,1999-12-30,2460200.5
 37336 (2001 RM),2.253,0.4833,36.67,223.64,118.03,1.164,3.34,3.38,16293,1390,15.79,1977-07-13,2460200.5
 37638 (1993 VB),1.913,0.5197,5.08,145.57,323.19,0.919,2.91,2.65,10788,944,19.28,1993-11-06,2460200.5
 37655 Illapa (1994 PM),1.478,0.7524,18.03,139.54,303.87,0.366,2.59,1.8,10167,649,17.85,1994-08-01,2460200.5
 38071 (1999 GU3),2.089,0.5077,12.74,195.49,8.81,1.029,3.15,3.02,8691,474,19.57,1999-04-10,2460200.5
 38086 Beowulf (1999 JB),1.42,0.5663,23.67,165.32,178.97,0.616,2.22,1.69,11615,1071,17.35,1992-05-01,2460200.5
 38091 (1999 JT3),2.169,0.4013,9.33,64.82,225.07,1.299,3.04,3.19,15846,1036,16.3,1980-09-30,2460200.5
 38239 (1999 OR3),2.037,0.5756,9.44,199.94,28.18,0.865,3.21,2.91,7108,183,18.26,1999-07-27,2460200.5
 39565 (1992 SL),1.642,0.3342,8.6,0.96,344.79,1.093,2.19,2.1,26407,393,18.46,1950-12-09,2460200.5
 39572 (1993 DQ1),2.037,0.4922,10.02,313.53,344.87,1.035,3.04,2.91,11295,851,16.56,1993-02-26,2460200.5
 39796 (1997 TD),2.251,0.4678,12.92,158.95,171,1.198,3.3,3.38,13105,1057,15.84,1987-05-10,2460200.5
 40263 (1999 FQ5),1.495,0.1611,25.84,172.81,198.74,1.254,1.74,1.83,12992,963,17.78,1988-02-23,2460200.5
 40267 (1999 GJ4),1.339,0.8085,34.49,148.22,211.95,0.256,2.42,1.55,25169,3287,15.57,1955-03-25,2460200.5
 40329 (1999 ML),2.266,0.4545,2.52,210.91,112.09,1.236,3.3,3.41,8967,747,17.71,1999-06-20,2460200.5
 41429 (2000 GE2),1.593,0.5553,2.17,351.91,297.22,0.708,2.48,2.01,9012,384,20.66,1998-03-25,2460200.5
 41440 (2000 HZ23),1.575,0.2115,15.11,64.04,200.04,1.242,1.91,1.98,8970,197,19.88,1998-04-26,2460200.5
 42286 (2001 TN41),1.42,0.3917,24.08,55.82,150.95,0.864,1.98,1.69,17700,1331,16.65,1975-09-09,2460200.5
 48603 (1995 BC2),1.918,0.43,5.03,328.23,81.8,1.093,2.74,2.66,13641,562,17.82,1986-09-10,2460200.5
 52340 (1992 SY),2.212,0.5474,8.08,5.26,116.33,1.001,3.42,3.29,13230,672,18.1,1980-03-19,2460200.5
 52381 (1993 HA),1.278,0.144,7.73,183.26,263.87,1.094,1.46,1.45,10672,389,20.07,1993-04-17,2460200.5
 52387 Huitzilopochtli (1993 OM7),1.282,0.1896,24.15,297.57,195.57,1.039,1.53,1.45,10627,1520,17.77,1993-07-20,2460200.5
 52689 (1998 FF2),1.562,0.2923,10.98,4.68,265.1,1.105,2.02,1.95,9059,298,19.17,1998-02-25,2460200.5
 52750 (1998 KK17),1.427,0.5247,11.17,141.32,334.14,0.678,2.18,1.7,10947,2356,16.68,1992-08-29,2460200.5
 52760 (1998 ML14),2.409,0.6235,2.43,338.7,20.33,0.907,3.91,3.74,8657,643,17.51,1998-06-24,2460200.5
 52761 (1998 MN14),1.555,0.2242,19.48,258.98,350.41,1.206,1.9,1.94,9064,408,17.99,1998-06-25,2460200.5
 52762 (1998 MT24),2.417,0.6529,33.86,308.96,254.5,0.839,3.99,3.76,25711,1025,14.88,1953-10-02,2460200.5
 52768 (1998 OR2),2.38,0.5755,5.88,26.94,174.6,1.01,3.75,3.67,12963,6002,16.04,1987-06-30,2460200.5
 53110 (1999 AR7),1.644,0.2146,40.62,85.42,58.22,1.292,2,2.11,8321,1524,16.73,1998-11-28,2460200.5
 53319 (1999 JM8),2.723,0.6415,13.84,133.62,166.82,0.976,4.47,4.49,12335,1416,15.36,1990-04-27,2460200.5
 53409 (1999 LU7),2.101,0.6282,10.88,206.69,147.77,0.781,3.42,3.05,7620,117,18.73,1999-06-10,2460200.5
 53426 (1999 SL5),1.923,0.5383,22.77,239.07,43.35,0.888,2.96,2.67,8871,1263,17.19,1999-09-28,2460200.5
 53429 (1999 TF5),2.023,0.6403,26.79,199.2,64.05,0.727,3.32,2.88,8427,149,18.94,1999-10-03,2460200.5
 53430 (1999 TY16),2.099,0.4035,60.41,241.92,156.96,1.252,2.95,3.04,8861,959,16.66,1999-10-13,2460200.5
 53435 Leonard (1999 VM40),2.311,0.4833,15.35,51.35,354.48,1.194,3.43,3.51,17462,3098,14.74,1974-08-13,2460200.5
 53550 (2000 BF19),1.495,0.4197,7.18,313.2,324.91,0.868,2.12,1.83,11822,278,19.15,1991-10-04,2460200.5
 53789 (2000 ED104),1.371,0.2693,40.79,190.02,218.33,1.002,1.74,1.6,25151,1086,17.39,1955-04-16,2460200.5
 54071 (2000 GQ146),1.329,0.1974,23.44,36.34,128.3,1.067,1.59,1.53,12701,1285,17.43,1988-10-03,2460200.5
 54401 (2000 LM),1.711,0.2624,18.95,240.84,67.1,1.262,2.16,2.24,12513,1190,17.23,1989-10-28,2460200.5
 54509 YORP (2000 PH5),1.006,0.2301,1.6,278.2,278.98,0.774,1.24,1.01,1826,550,22.66,2000-08-03,2460200.5
 54660 (2000 UJ1),1.477,0.2807,46.69,223.71,158.04,1.062,1.89,1.79,8269,825,17.93,2000-10-19,2460200.5
 54686 (2001 DU8),1.777,0.3419,33.21,161.7,265.9,1.169,2.38,2.37,12706,1392,16.62,1988-12-03,2460200.5
 54690 (2001 EB),1.63,0.2563,35.36,33.51,99.59,1.212,2.05,2.08,25344,396,17.52,1952-12-14,2460200.5
 54789 (2001 MZ7),1.776,0.2873,24.46,130.07,20,1.266,2.29,2.37,16558,9454,15.09,1978-10-25,2460200.5
 55408 (2001 TC2),1.1,0.2245,30.39,193.83,353.55,0.853,1.35,1.15,16016,311,18.82,1979-11-13,2460200.5
 55532 (2001 WG2),1.794,0.6958,38.55,81.41,132.39,0.546,3.04,2.4,25217,935,16.14,1953-12-07,2460200.5
 65674 (1988 SM),1.664,0.3441,10.95,0.87,313.29,1.092,2.24,2.15,12918,348,18.28,1988-09-29,2460200.5
 65679 (1989 UQ),0.9149,0.2646,1.3,178.09,15.03,0.673,1.16,0.875,25189,745,19.62,1954-11-20,2460200.5
 65690 (1991 DG),1.428,0.3633,11.14,180.12,63.31,0.909,1.95,1.71,11626,1172,19.06,1991-02-20,2460200.5
 65706 (1992 NA),2.397,0.5558,9.64,349.19,8.72,1.065,3.73,3.71,11216,778,16.57,1992-07-01,2460200.5
 65717 (1993 BX3),1.395,0.281,2.81,174.76,290.96,1.003,1.79,1.65,10452,5561,20.87,1992-10-03,2460200.5
 65733 (1993 PC),1.154,0.4742,4.15,336.92,168.69,0.607,1.7,1.24,11355,866,18.43,1992-10-01,2460200.5
 65803 Didymos (1996 GT),1.643,0.3833,3.41,72.99,319.58,1.013,2.27,2.11,9781,3121,18.11,1996-04-11,2460200.5
 65909 (1998 FH12),1.091,0.5398,3.56,108.6,284.5,0.502,1.68,1.14,9149,523,19.3,1998-03-25,2460200.5
 65996 (1998 MX5),2.937,0.6043,9.55,265.24,57.25,1.162,4.71,5.03,11113,1415,18.49,1993-07-14,2460200.5
 66008 (1998 QH2),1.426,0.3628,61.01,168.93,14.02,0.909,1.94,1.7,9962,1767,15.99,1996-06-23,2460200.5
 66063 (1998 RO1),0.991,0.72,22.69,351.85,151.16,0.278,1.7,0.987,9064,1321,18.15,1996-09-12,2460200.5
 66146 (1998 TU3),0.7876,0.4838,5.41,101.99,84.89,0.407,1.17,0.699,15007,2003,14.42,1982-12-04,2460200.5
 66251 (1999 GJ2),1.536,0.198,11.28,196.2,142.5,1.231,1.84,1.9,14326,2520,17.04,1984-10-12,2460200.5
 66253 (1999 GT3),1.334,0.8379,19.5,157.36,261.1,0.216,2.45,1.54,8854,434,18.4,1999-04-09,2460200.5
 66272 (1999 JW6),1.508,0.1433,51.31,66.38,68.46,1.291,1.72,1.85,8823,1164,17.24,1999-05-13,2460200.5
 66391 Moshup (1999 KW4),0.6424,0.6884,38.88,244.9,192.65,0.2,1.08,0.515,9200,3861,16.64,1998-05-29,2460200.5
 66400 (1999 LT7),0.8554,0.5725,9.06,79.8,341.4,0.366,1.35,0.791,12854,604,19.29,1987-04-21,2460200.5
 66407 (1999 LQ28),1.198,0.1201,21.77,94.99,320.51,1.055,1.34,1.31,14144,382,19.02,1982-07-27,2460200.5
 66959 (1999 XO35),2.539,0.5657,20.62,81.89,293.5,1.102,3.97,4.04,7357,626,16.94,1999-12-06,2460200.5
 67367 (2000 LY27),1.309,0.2127,9.02,264.51,184.81,1.03,1.59,1.5,17313,630,17.13,1976-05-27,2460200.5
 67381 (2000 OL8),1.321,0.5431,10.67,294.89,266.89,0.603,2.04,1.52,8474,226,19.8,2000-07-30,2460200.5
 67399 (2000 PJ6),1.301,0.3463,14.69,332.86,225.33,0.851,1.75,1.48,25697,326,18.4,1951-09-09,2460200.5
 68031 (2000 YK29),1.376,0.1285,15.17,123.63,31.95,1.2,1.55,1.61,10678,1024,18.16,1993-03-22,2460200.5
 68063 (2000 YJ66),2.334,0.4578,5.72,308.84,50.36,1.265,3.4,3.57,12248,3259,15.57,1989-10-04,2460200.5
 68216 (2001 CV26),1.32,0.3266,17.99,18.14,48.72,0.889,1.75,1.52,7784,2576,16.63,2001-02-01,2460200.5
 68267 (2001 EA16),1.51,0.4273,38.83,8.01,317.44,0.865,2.15,1.86,8105,620,17.04,2001-03-04,2460200.5
 68278 (2001 FC7),1.436,0.1143,2.62,99.07,234.51,1.272,1.6,1.72,9731,1650,18.5,1996-06-13,2460200.5
 68346 (2001 KZ66),1.507,0.4166,16.7,219.37,140.29,0.879,2.14,1.85,15870,1171,16.93,1979-12-28,2460200.5
 68347 (2001 KB67),0.9621,0.3801,17.12,245.86,243.78,0.596,1.33,0.944,7444,614,19.92,2001-05-30,2460200.5
 68348 (2001 LO7),2.155,0.841,25.36,236.22,181.65,0.343,3.97,3.16,25303,1515,14.26,1954-06-02,2460200.5
 68350 (2001 MK3),1.67,0.2474,29.57,128.85,328.5,1.257,2.08,2.16,25213,6796,16.15,1955-02-13,2460200.5
 68359 (2001 OZ13),1.517,0.1743,9.86,99.2,29.26,1.253,1.78,1.87,10410,2671,18.09,1995-02-04,2460200.5
 68372 (2001 PM9),1.618,0.4162,8.11,252.96,322.33,0.945,2.29,2.06,7789,364,18.97,2001-06-28,2460200.5
 68548 (2001 XR31),1.707,0.4367,22.71,302.03,24.73,0.962,2.45,2.23,10892,1336,16.57,1994-04-06,2460200.5
 68950 (2002 QF15),1.057,0.3442,25.15,236.21,255.58,0.693,1.42,1.09,24191,3067,16.39,1955-07-23,2460200.5
 69230 Hermes (1937 UB),1.655,0.6237,6.07,34.06,92.9,0.623,2.69,2.13,31285,2628,17.68,1937-10-25,2460200.5
 85182 (1991 AQ),2.221,0.7777,3.12,339.42,243.2,0.494,3.95,3.31,12092,652,17.13,1991-01-14,2460200.5
 85184 (1991 JG1),1.374,0.1846,33.88,226.38,322.77,1.12,1.63,1.61,16417,1060,18.41,1978-01-09,2460200.5
 85236 (1993 KH),1.234,0.3111,12.81,54.36,293.84,0.85,1.62,1.37,11202,1186,18.75,1993-05-24,2460200.5
 85275 (1994 LY),1.891,0.4422,17.71,141.14,202.88,1.055,2.73,2.6,10844,9872,16.52,1994-06-05,2460200.5
 85490 (1997 SE5),3.763,0.6606,2.58,247.57,94.23,1.277,6.25,7.3,14555,868,14.82,1982-04-20,2460200.5
 85585 Mjolnir (1998 FG2),1.298,0.3562,4.08,2.31,95.42,0.835,1.76,1.48,2039,196,21.64,1998-03-21,2460200.5
 85628 (1998 KV2),1.593,0.3315,13.03,66.74,50.56,1.065,2.12,2.01,9410,6450,17.3,1998-05-22,2460200.5
 85640 (1998 OX4),1.58,0.4858,4.51,299.58,117.28,0.813,2.35,1.99,7584,274,21.14,1998-07-26,2460200.5
 85709 (1998 SG36),1.646,0.3378,24.84,186.58,29.73,1.09,2.2,2.11,9183,3829,15.93,1998-09-18,2460200.5
 85713 (1998 SS49),1.924,0.6386,10.78,40.96,103.14,0.695,3.15,2.67,9040,1458,15.78,1998-09-29,2460200.5
 85770 (1998 UP1),0.9978,0.3451,33.18,18.33,234.24,0.653,1.34,0.997,11368,460,20.71,1990-10-12,2460200.5
 85774 (1998 UT18),1.403,0.3289,13.59,64.62,50.14,0.942,1.86,1.66,12614,796,19.16,1989-04-30,2460200.5
 85804 (1998 WQ5),1.721,0.3542,27.66,285.68,269.85,1.112,2.33,2.26,12509,3494,15.35,1989-11-25,2460200.5
 85818 (1998 XM4),1.657,0.4164,62.72,235.64,301.24,0.967,2.35,2.13,11119,1099,15.46,1993-05-24,2460200.5
 85839 (1998 YO4),1.654,0.2482,9.32,28.52,199.53,1.243,2.06,2.13,11205,2444,16.63,1993-04-25,2460200.5
 85867 (1999 BY9),1.83,0.302,0.95,254.12,287.88,1.277,2.38,2.48,10282,719,18.3,1995-09-19,2460200.5
 85938 (1999 DJ4),1.853,0.4844,9.14,19.88,197.76,0.955,2.75,2.52,9063,640,18.72,1999-02-24,2460200.5
 85953 (1999 FK21),0.7388,0.7031,12.61,180.45,172.42,0.219,1.26,0.635,19058,1701,18.15,1971-03-26,2460200.5
 85989 (1999 JD6),0.8831,0.6328,17.06,130.16,309.24,0.324,1.44,0.83,12081,3417,17.12,1990-06-22,2460200.5
 85990 (1999 JV6),1.008,0.3112,5.36,124.31,235.57,0.695,1.32,1.01,9026,1190,20.27,1999-05-13,2460200.5
 86039 (1999 NC43),1.76,0.5788,7.13,311.65,120.77,0.741,2.78,2.33,8034,1589,15.97,1999-06-11,2460200.5
 86067 (1999 RM28),1.817,0.3235,30.55,136.04,301.86,1.229,2.4,2.45,12460,1396,16.46,1989-07-07,2460200.5
 86324 (1999 WA2),1.967,0.4345,34.6,293.65,75.33,1.112,2.82,2.76,8138,3475,15.83,1999-11-16,2460200.5
 86326 (1999 WK13),1.845,0.3627,34.31,78.44,312.58,1.176,2.51,2.51,15878,795,17.42,1979-11-18,2460200.5
 86450 (2000 CK33),0.9681,0.4148,18.11,124.85,215.61,0.566,1.37,0.953,8792,3796,18.45,2000-01-25,2460200.5
 86666 (2000 FL10),1.463,0.4269,29.01,186.91,258.86,0.839,2.09,1.77,8493,1816,16.92,2000-03-30,2460200.5
 86667 (2000 FO10),0.8594,0.5947,14.29,208.31,172.49,0.348,1.37,0.797,13065,1922,17.54,1988-05-11,2460200.5
 86819 (2000 GK137),1.996,0.5058,10.06,164.88,150.32,0.986,3.01,2.82,10198,827,17.47,1994-04-03,2460200.5
 86829 (2000 GR146),1.463,0.5749,14.37,78.46,31.42,0.622,2.3,1.77,17930,1956,15.83,1974-06-17,2460200.5
 86878 (2000 HD24),1.342,0.6185,9.47,230.99,214.91,0.512,2.17,1.55,14294,662,17.68,1983-05-12,2460200.5
 87024 (2000 JS66),1.197,0.1898,14.43,230.51,84.92,0.97,1.42,1.31,15762,3660,18.73,1979-01-06,2460200.5
 87025 (2000 JT66),1.226,0.4835,25.32,120.49,359.62,0.634,1.82,1.36,8093,326,18.14,2000-05-07,2460200.5
 87309 (2000 QP),0.8475,0.4631,34.74,294.27,188.17,0.455,1.24,0.78,17196,1001,17.61,1975-07-08,2460200.5
 87311 (2000 QJ1),1.59,0.5121,7.7,191.42,343.52,0.776,2.4,2.01,15114,2136,16.52,1982-08-16,2460200.5
 87684 (2000 SY2),0.8586,0.6429,19.22,162.02,47.79,0.307,1.41,0.796,16868,1902,16.01,1977-10-07,2460200.5
 88188 (2000 XH44),2.008,0.391,11.34,340.13,195.37,1.223,2.79,2.85,11768,3425,16.1,1991-12-07,2460200.5
 88213 (2001 AF2),0.9539,0.5952,17.81,114.26,194.99,0.386,1.52,0.932,6624,354,19.48,2001-01-02,2460200.5
 88254 (2001 FM129),1.182,0.6296,1.52,272.12,140.21,0.438,1.93,1.29,16452,917,17.77,1978-05-08,2460200.5
 88263 (2001 KQ1),2.096,0.4324,38.79,232.82,241.59,1.19,3,3.04,9256,3316,15.69,1998-05-05,2460200.5
 88264 (2001 KN20),2.148,0.4519,12.07,104.94,201.48,1.177,3.12,3.15,9208,1295,17.01,1998-10-29,2460200.5
 88710 (2001 SL9),1.062,0.2701,21.9,202.83,329.36,0.775,1.35,1.09,25198,1221,17.67,1954-11-27,2460200.5
 88959 (2001 TZ44),1.723,0.5638,53.84,38.96,114.94,0.752,2.69,2.26,7342,456,17.45,2001-09-26,2460200.5
 89136 (2001 US16),1.356,0.2528,1.91,175.91,67.14,1.013,1.7,1.58,8057,1298,20.28,2001-10-18,2460200.5
 89355 (2001 VS78),1.787,0.3085,22.66,103.04,85.07,1.236,2.34,2.39,16334,3203,15.8,1978-06-23,2460200.5
 89830 (2002 CE),2.078,0.5072,43.66,19.9,5.82,1.024,3.13,2.99,14958,2893,15,1982-05-25,2460200.5
 89958 (2002 LY45),1.642,0.8865,9.91,188.17,222.91,0.186,3.1,2.1,8453,1035,17.21,2000-06-14,2460200.5
 89959 (2002 NT7),1.735,0.5284,42.35,132.02,300.68,0.818,2.65,2.29,24888,1739,16.58,1954-07-10,2460200.5
 90075 (2002 VU94),2.134,0.5758,8.91,226.74,30.66,0.905,3.36,3.12,24902,3437,15.37,1955-10-25,2460200.5
 90147 (2002 YK14),1.474,0.3316,27.99,282.69,105.06,0.985,1.96,1.79,13187,872,18.31,1987-01-29,2460200.5
 90367 (2003 LC5),1.156,0.4264,16.88,86.82,313.85,0.663,1.65,1.24,14772,1232,17.97,1983-07-01,2460200.5
 90373 (2003 SZ219),1.627,0.2045,9.87,189.41,218.73,1.294,1.96,2.08,9196,415,18.81,1998-02-23,2460200.5
 90403 (2003 YE45),1.234,0.2801,19.01,286.24,306.8,0.889,1.58,1.37,12426,2175,17.78,1989-09-12,2460200.5
 90416 (2003 YK118),1.695,0.4923,7.83,326.77,233.29,0.86,2.53,2.21,11061,917,18.86,1993-08-13,2460200.5
 96189 Pygmalion (1991 NT3),1.82,0.3075,13.99,287.23,293.05,1.261,2.38,2.46,13753,1448,16.48,1986-03-19,2460200.5
 96315 (1997 AP10),1.443,0.6432,6.65,293.05,356.28,0.515,2.37,1.73,9863,1031,17.05,1997-01-09,2460200.5
 96536 (1998 SO10),2.302,0.7781,41.4,199.55,22.51,0.511,4.09,3.49,17184,1684,15.45,1976-11-24,2460200.5
 96590 (1998 XB),0.9079,0.3511,13.6,75.69,202.71,0.589,1.23,0.865,11744,3466,16.29,1992-01-01,2460200.5
 96631 (1999 FP59),1.699,0.2592,1.77,19.68,303.78,1.259,2.14,2.21,13283,820,18.18,1986-09-30,2460200.5
 96744 (1999 OW3),2.093,0.7799,34.93,196.12,35.69,0.461,3.73,3.03,8907,1659,14.78,1999-07-18,2460200.5
 97725 (2000 GB147),1.799,0.3088,18.19,311.74,212.29,1.243,2.35,2.41,8676,247,18.75,2000-04-02,2460200.5
 98943 (2001 CC21),1.032,0.2192,4.81,75.46,179.45,0.806,1.26,1.05,15071,1389,18.74,1982-11-10,2460200.5
 99248 (2001 KY66),1.867,0.5075,10.61,284.12,61.56,0.919,2.81,2.55,11940,3071,16.56,1991-06-08,2460200.5
 99799 (2002 LJ3),1.462,0.2757,7.56,122.35,249.92,1.059,1.87,1.77,12583,2118,18.54,1989-01-10,2460200.5
 99907 (1989 VA),0.7284,0.5948,28.8,225.59,2.86,0.295,1.16,0.622,12490,1305,17.93,1989-11-02,2460200.5
 99935 (2002 AV4),1.654,0.6449,12.77,16.34,323,0.587,2.72,2.13,25222,2204,16.15,1955-01-29,2460200.5
 99942 Apophis (2004 MN4),0.9227,0.1914,3.34,203.96,126.6,0.746,1.1,0.886,6267,7364,19.09,2004-03-15,2460200.5
100004 (1983 VA),2.591,0.7024,15.7,76.29,13.71,0.771,4.41,4.17,14112,652,16.49,1983-10-27,2460200.5
